IdPedido|IdCliente|IdEmpleado|FechaPedido|FechaEntrega|FechaEnvio|FormaEnvio|Cargo|Destinatario|DireccionDestinatario|CiudadDestinatario|RegionDestinatario|CodPostalDestinatario|PaisDestinatario
10433|PRINI|3|1995-03-06|1995-04-03|1995-04-04|3|74|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal
10434|FOLKO|3|1995-03-06|1995-04-03|1995-03-16|2|18|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10435|CONSH|8|1995-03-07|1995-04-18|1995-03-10|2|9|Consolidated Holdings|Berkeley Gardens12  Brewery |London||WX1 6LT|Reino Unido
10436|BLONP|3|1995-03-08|1995-04-05|1995-03-14|2|157|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10437|WARTH|8|1995-03-08|1995-04-05|1995-03-15|1|20|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10438|TOMSP|3|1995-03-09|1995-04-06|1995-03-17|2|8|Toms Spezialitäten|Luisenstr. 48|Münster||44087|Alemania
10439|MEREP|6|1995-03-10|1995-04-07|1995-03-13|3|4|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10440|SAVEA|4|1995-03-13|1995-04-10|1995-03-31|2|87|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10441|OLDWO|3|1995-03-13|1995-04-24|1995-04-14|2|73|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10442|ERNSH|3|1995-03-14|1995-04-11|1995-03-21|2|48|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10443|REGGC|8|1995-03-15|1995-04-12|1995-03-17|1|14|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10444|BERGS|3|1995-03-15|1995-04-12|1995-03-24|3|4|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10445|BERGS|3|1995-03-16|1995-04-13|1995-03-23|1|9|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10446|TOMSP|6|1995-03-17|1995-04-14|1995-03-22|1|15|Toms Spezialitäten|Luisenstr. 48|Münster||44087|Alemania
10447|RICAR|4|1995-03-17|1995-04-14|1995-04-07|2|69|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10448|RANCH|4|1995-03-20|1995-04-17|1995-03-27|2|39|Rancho grande|Av. del Libertador 900|Buenos Aires||1010|Argentina
10449|BLONP|3|1995-03-21|1995-04-18|1995-03-30|2|53|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10450|VICTE|8|1995-03-22|1995-04-19|1995-04-11|2|7|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10451|QUICK|4|1995-03-22|1995-04-05|1995-04-12|3|189|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10452|SAVEA|8|1995-03-23|1995-04-20|1995-03-29|1|140|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10453|AROUT|1|1995-03-24|1995-04-21|1995-03-29|2|25|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10454|LAMAI|4|1995-03-24|1995-04-21|1995-03-28|3|3|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10455|WARTH|8|1995-03-27|1995-05-08|1995-04-03|2|180|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10456|KOENE|8|1995-03-28|1995-05-09|1995-03-31|2|8|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10457|KOENE|2|1995-03-28|1995-04-25|1995-04-03|1|12|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10458|SUPRD|7|1995-03-29|1995-04-26|1995-04-04|3|147|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10459|VICTE|4|1995-03-30|1995-04-27|1995-03-31|2|25|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10460|FOLKO|8|1995-03-31|1995-04-28|1995-04-03|1|16|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10461|LILAS|1|1995-03-31|1995-04-28|1995-04-05|3|149|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10462|CONSH|2|1995-04-03|1995-05-01|1995-04-18|1|6|Consolidated Holdings|Berkeley Gardens12  Brewery |London||WX1 6LT|Reino Unido
10463|SUPRD|5|1995-04-04|1995-05-02|1995-04-06|3|15|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10464|FURIB|4|1995-04-04|1995-05-02|1995-04-14|2|89|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10465|VAFFE|1|1995-04-05|1995-05-03|1995-04-14|3|145|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10466|COMMI|4|1995-04-06|1995-05-04|1995-04-13|1|12|Comércio Mineiro|Av. dos Lusíadas. 23|São Paulo|SP|05432-043|Brasil
10467|MAGAA|8|1995-04-06|1995-05-04|1995-04-11|2|5|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10468|KOENE|3|1995-04-07|1995-05-05|1995-04-12|3|44|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10469|WHITC|1|1995-04-10|1995-05-08|1995-04-14|1|60|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10470|BONAP|4|1995-04-11|1995-05-09|1995-04-14|2|65|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10471|BSBEV|2|1995-04-11|1995-05-09|1995-04-18|3|46|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10472|SEVES|8|1995-04-12|1995-05-10|1995-04-19|1|4|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10473|ISLAT|1|1995-04-13|1995-04-27|1995-04-21|3|16|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10474|PERIC|5|1995-04-13|1995-05-11|1995-04-21|2|83|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|México
10475|SUPRD|9|1995-04-14|1995-05-12|1995-05-05|1|69|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10476|HILAA|8|1995-04-17|1995-05-15|1995-04-24|3|4|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10477|PRINI|5|1995-04-17|1995-05-15|1995-04-25|2|13|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal
10478|VICTE|2|1995-04-18|1995-05-02|1995-04-26|3|5|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10479|RATTC|3|1995-04-19|1995-05-17|1995-04-21|3|709|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10480|FOLIG|6|1995-04-20|1995-05-18|1995-04-24|2|1|Folies gourmandes|184. chaussée de Tournai|Lille||59000|Francia
10481|RICAR|8|1995-04-20|1995-05-18|1995-04-25|2|64|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10482|LAZYK|1|1995-04-21|1995-05-19|1995-05-11|3|7|Lazy K Kountry Store|12 Orchestra Terrace|Walla Walla|WA|99362|Estados Unidos
10483|WHITC|7|1995-04-24|1995-05-22|1995-05-26|2|15|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10484|BSBEV|3|1995-04-24|1995-05-22|1995-05-02|3|7|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10485|LINOD|4|1995-04-25|1995-05-09|1995-05-01|2|64|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10486|HILAA|1|1995-04-26|1995-05-24|1995-05-03|2|31|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10487|QUEEN|2|1995-04-26|1995-05-24|1995-04-28|2|71|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10488|FRANK|8|1995-04-27|1995-05-25|1995-05-03|2|5|Frankenversand|Berliner Platz 43|München||80805|Alemania
10489|PICCO|6|1995-04-28|1995-05-26|1995-05-10|2|5|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10490|HILAA|7|1995-05-01|1995-05-29|1995-05-04|2|210|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10491|FURIB|8|1995-05-01|1995-05-29|1995-05-09|3|17|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10492|BOTTM|3|1995-05-02|1995-05-30|1995-05-12|1|63|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10493|LAMAI|4|1995-05-03|1995-05-31|1995-05-11|3|11|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10494|COMMI|4|1995-05-03|1995-05-31|1995-05-10|2|66|Comércio Mineiro|Av. dos Lusíadas. 23|São Paulo|SP|05432-043|Brasil
10495|LAUGB|3|1995-05-04|1995-06-01|1995-05-12|3|5|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canadá
10496|TRADH|7|1995-05-05|1995-06-02|1995-05-08|2|47|Tradição Hipermercados|Av. Inês de Castro. 414|São Paulo|SP|05634-030|Brasil
10497|LEHMS|7|1995-05-05|1995-06-02|1995-05-08|1|36|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10498|HILAA|8|1995-05-08|1995-06-05|1995-05-12|2|30|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10499|LILAS|4|1995-05-09|1995-06-06|1995-05-17|2|102|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10500|LAMAI|6|1995-05-10|1995-06-07|1995-05-18|1|43|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10501|BLAUS|9|1995-05-10|1995-06-07|1995-05-17|3|9|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10502|PERIC|2|1995-05-11|1995-06-08|1995-05-30|1|69|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|México
10503|HUNGO|6|1995-05-12|1995-06-09|1995-05-17|2|17|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10504|WHITC|4|1995-05-12|1995-06-09|1995-05-19|3|59|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10505|MEREP|3|1995-05-15|1995-06-12|1995-05-22|3|7|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10506|KOENE|9|1995-05-16|1995-06-13|1995-06-02|2|21|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10507|ANTON|7|1995-05-16|1995-06-13|1995-05-23|1|47|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10508|OTTIK|1|1995-05-17|1995-06-14|1995-06-13|2|5|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10509|BLAUS|4|1995-05-18|1995-06-15|1995-05-30|1|0|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10510|SAVEA|6|1995-05-19|1995-06-16|1995-05-29|3|368|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10511|BONAP|4|1995-05-19|1995-06-16|1995-05-22|3|351|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10512|FAMIA|7|1995-05-22|1995-06-19|1995-05-25|2|4|Familia Arquibaldo|Rua Orós. 92|São Paulo|SP|05442-030|Brasil
10513|WANDK|7|1995-05-23|1995-07-04|1995-05-29|1|106|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Alemania
10514|ERNSH|3|1995-05-23|1995-06-20|1995-06-16|2|790|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10515|QUICK|2|1995-05-24|1995-06-07|1995-06-23|1|204|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10516|HUNGO|2|1995-05-25|1995-06-22|1995-06-01|3|63|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10517|NORTS|3|1995-05-25|1995-06-22|1995-05-30|3|32|North/South|South House300 Queensbridge|London||SW7 1RZ|Reino Unido
10518|TORTU|4|1995-05-26|1995-06-09|1995-06-05|2|218|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
10519|CHOPS|6|1995-05-29|1995-06-26|1995-06-01|3|92|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
10520|SANTG|7|1995-05-30|1995-06-27|1995-06-01|1|13|Santé Gourmet|Erling Skakkes gate 78|Stavern||4110|Noruega
10521|CACTU|8|1995-05-30|1995-06-27|1995-06-02|2|17|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
10522|LEHMS|4|1995-05-31|1995-06-28|1995-06-06|1|45|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10523|SEVES|7|1995-06-01|1995-06-29|1995-06-30|2|78|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10524|BERGS|1|1995-06-01|1995-06-29|1995-06-07|2|245|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10525|BONAP|1|1995-06-02|1995-06-30|1995-06-23|2|11|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10526|WARTH|4|1995-06-05|1995-07-03|1995-06-15|2|59|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10527|QUICK|7|1995-06-05|1995-07-03|1995-06-07|1|42|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10528|GREAL|6|1995-06-06|1995-06-20|1995-06-09|2|3|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10529|MAISD|5|1995-06-07|1995-07-05|1995-06-09|2|67|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10530|PICCO|3|1995-06-08|1995-07-06|1995-06-12|2|339|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10531|OCEAN|7|1995-06-08|1995-07-06|1995-06-19|1|8|Océano Atlántico Ltda.|Ing. Gustavo Moncada 8585Piso 20-A|Buenos Aires||1010|Argentina
10532|EASTC|7|1995-06-09|1995-07-07|1995-06-12|3|74|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
10533|FOLKO|8|1995-06-12|1995-07-10|1995-06-22|1|188|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10534|LEHMS|8|1995-06-12|1995-07-10|1995-06-14|2|28|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10535|ANTON|4|1995-06-13|1995-07-11|1995-06-21|1|16|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10536|LEHMS|3|1995-06-14|1995-07-12|1995-07-07|2|59|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10537|RICSU|1|1995-06-14|1995-06-28|1995-06-19|1|79|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10538|BSBEV|9|1995-06-15|1995-07-13|1995-06-16|3|5|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10539|BSBEV|6|1995-06-16|1995-07-14|1995-06-23|3|12|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10540|QUICK|3|1995-06-19|1995-07-17|1995-07-14|3|1008|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10541|HANAR|2|1995-06-19|1995-07-17|1995-06-29|1|69|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10542|KOENE|1|1995-06-20|1995-07-18|1995-06-26|3|11|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10543|LILAS|8|1995-06-21|1995-07-19|1995-06-23|2|48|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10544|LONEP|4|1995-06-21|1995-07-19|1995-06-30|1|25|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
10545|LAZYK|8|1995-06-22|1995-07-20|1995-07-27|2|12|Lazy K Kountry Store|12 Orchestra Terrace|Walla Walla|WA|99362|Estados Unidos
10546|VICTE|1|1995-06-23|1995-07-21|1995-06-27|3|195|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10547|SEVES|3|1995-06-23|1995-07-21|1995-07-03|2|178|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10548|TOMSP|3|1995-06-26|1995-07-24|1995-07-03|2|1|Toms Spezialitäten|Luisenstr. 48|Münster||44087|Alemania
10549|QUICK|5|1995-06-27|1995-07-11|1995-06-30|1|171|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10550|GODOS|7|1995-06-28|1995-07-26|1995-07-07|3|4|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10551|FURIB|4|1995-06-28|1995-08-09|1995-07-07|3|73|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10552|HILAA|2|1995-06-29|1995-07-27|1995-07-06|1|83|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10553|WARTH|2|1995-06-30|1995-07-28|1995-07-04|2|149|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10554|OTTIK|4|1995-06-30|1995-07-28|1995-07-06|3|121|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10555|SAVEA|6|1995-07-03|1995-07-31|1995-07-05|3|252|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10556|SIMOB|2|1995-07-04|1995-08-15|1995-07-14|1|10|Simons bistro|Vinbæltet 34|København||1734|Dinamarca
10557|LEHMS|9|1995-07-04|1995-07-18|1995-07-07|2|97|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10558|AROUT|1|1995-07-05|1995-08-02|1995-07-11|2|73|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10559|BLONP|6|1995-07-06|1995-08-03|1995-07-14|1|8|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10560|FRANK|8|1995-07-07|1995-08-04|1995-07-10|1|37|Frankenversand|Berliner Platz 43|München||80805|Alemania
10561|FOLKO|2|1995-07-07|1995-08-04|1995-07-10|2|242|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10562|REGGC|1|1995-07-10|1995-08-07|1995-07-13|1|23|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10563|RICAR|2|1995-07-11|1995-08-22|1995-07-25|2|60|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10564|RATTC|4|1995-07-11|1995-08-08|1995-07-17|3|14|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10565|MEREP|8|1995-07-12|1995-08-09|1995-07-19|2|7|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10566|BLONP|9|1995-07-13|1995-08-10|1995-07-19|1|88|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10567|HUNGO|1|1995-07-13|1995-08-10|1995-07-18|1|34|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10568|GALED|3|1995-07-14|1995-08-11|1995-08-09|3|7|Galería del gastronómo|Rambla de Cataluña. 23|Barcelona||8022|España
10569|RATTC|5|1995-07-17|1995-08-14|1995-08-11|1|59|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10570|MEREP|3|1995-07-18|1995-08-15|1995-07-20|3|189|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10571|ERNSH|8|1995-07-18|1995-08-29|1995-08-04|3|26|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10572|BERGS|3|1995-07-19|1995-08-16|1995-07-26|2|116|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10573|ANTON|7|1995-07-20|1995-08-17|1995-07-21|3|85|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10574|TRAIH|4|1995-07-20|1995-08-17|1995-07-31|2|38|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|WA|98034|Estados Unidos
10575|MORGK|5|1995-07-21|1995-08-04|1995-07-31|1|127|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Alemania
10576|TORTU|3|1995-07-24|1995-08-07|1995-07-31|3|19|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
10577|TRAIH|9|1995-07-24|1995-09-04|1995-07-31|2|25|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|WA|98034|Estados Unidos
10578|BSBEV|4|1995-07-25|1995-08-22|1995-08-25|3|30|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10579|LETSS|1|1995-07-26|1995-08-23|1995-08-04|2|14|Let's Stop N Shop|87 Polk St.Suite 5|San Francisco|CA|94117|Estados Unidos
10580|OTTIK|4|1995-07-27|1995-08-24|1995-08-01|3|76|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10581|FAMIA|3|1995-07-27|1995-08-24|1995-08-02|1|3|Familia Arquibaldo|Rua Orós. 92|São Paulo|SP|05442-030|Brasil
10582|BLAUS|3|1995-07-28|1995-08-25|1995-08-14|2|28|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10583|WARTH|2|1995-07-31|1995-08-28|1995-08-04|2|7|Wartian Herkku|Torikatu 38|Oulu||90110|Finlandia
10584|BLONP|4|1995-07-31|1995-08-28|1995-08-04|1|59|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10585|WELLI|7|1995-08-01|1995-08-29|1995-08-10|1|13|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10586|REGGC|9|1995-08-02|1995-08-30|1995-08-09|1|0|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10587|QUEDE|1|1995-08-02|1995-08-30|1995-08-09|1|63|Que Delícia|Rua da Panificadora. 12|Río de Janeiro|RJ|02389-673|Brasil
10588|QUICK|2|1995-08-03|1995-08-31|1995-08-10|3|195|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10589|GREAL|8|1995-08-04|1995-09-01|1995-08-14|2|4|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10590|MEREP|4|1995-08-07|1995-09-04|1995-08-14|3|45|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10591|VAFFE|1|1995-08-07|1995-08-21|1995-08-16|1|56|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10592|LEHMS|3|1995-08-08|1995-09-05|1995-08-16|1|32|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10593|LEHMS|7|1995-08-09|1995-09-06|1995-09-13|2|174|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10594|OLDWO|3|1995-08-09|1995-09-06|1995-08-16|2|5|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10595|ERNSH|2|1995-08-10|1995-09-07|1995-08-14|1|97|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10596|WHITC|8|1995-08-11|1995-09-08|1995-09-12|1|16|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10597|PICCO|7|1995-08-11|1995-09-08|1995-08-18|3|35|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10598|RATTC|1|1995-08-14|1995-09-11|1995-08-18|3|44|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10599|BSBEV|6|1995-08-15|1995-09-26|1995-08-21|3|30|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10600|HUNGC|4|1995-08-16|1995-09-13|1995-08-21|1|45|Hungry Coyote Import Store|City Center Plaza516 Main St.|Elgin|OR|97827|Estados Unidos
10601|HILAA|7|1995-08-16|1995-09-27|1995-08-22|1|58|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10602|VAFFE|8|1995-08-17|1995-09-14|1995-08-22|2|3|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10603|SAVEA|8|1995-08-18|1995-09-15|1995-09-08|2|49|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10604|FURIB|1|1995-08-18|1995-09-15|1995-08-29|1|7|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10605|MEREP|1|1995-08-21|1995-09-18|1995-08-29|2|379|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
10606|TRADH|4|1995-08-22|1995-09-19|1995-08-31|3|79|Tradição Hipermercados|Av. Inês de Castro. 414|São Paulo|SP|05634-030|Brasil
10607|SAVEA|5|1995-08-22|1995-09-19|1995-08-25|1|200|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10608|TOMSP|4|1995-08-23|1995-09-20|1995-09-01|2|28|Toms Spezialitäten|Luisenstr. 48|Münster||44087|Alemania
10609|DUMON|7|1995-08-24|1995-09-21|1995-08-30|2|2|Du monde entier|67. rue des Cinquante Otages|Nantes||44000|Francia
10610|LAMAI|8|1995-08-25|1995-09-22|1995-09-06|1|27|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10611|WOLZA|6|1995-08-25|1995-09-22|1995-09-01|2|81|Wolski Zajazd|ul. Filtrowa 68|Warszawa||01-012|Polonia
10612|SAVEA|1|1995-08-28|1995-09-25|1995-09-01|2|544|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10613|HILAA|4|1995-08-29|1995-09-26|1995-09-01|2|8|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10614|BLAUS|8|1995-08-29|1995-09-26|1995-09-01|3|2|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10615|WILMK|2|1995-08-30|1995-09-27|1995-09-06|3|1|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10616|GREAL|1|1995-08-31|1995-09-28|1995-09-05|2|117|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10617|GREAL|4|1995-08-31|1995-09-28|1995-09-04|2|19|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10618|MEREP|1|1995-09-01|1995-10-13|1995-09-08|1|155|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canadá
